record_id,source_type,source,title,event_date,content,mentioned_entity,read_count,comment_count,url
COMM_000500,comment,东方财富股吧,疯掉了，涨这么多，想买点闭下风，算了空着吧！,2026-05-29,疯掉了，涨这么多，想买点闭下风，算了空着吧！,平安银行(000001),50,0,"https://guba.eastmoney.com/news,000001,1717066162.html"
COMM_000501,comment,东方财富股吧,这银行和这些红利全都是稳指数的，前两天疯狂卖现在今天科技跌了又买入银行。,2026-05-29,这银行和这些红利全都是稳指数的，前两天疯狂卖现在今天科技跌了又买入银行。,平安银行(000001),50,0,"https://guba.eastmoney.com/news,000001,1717056212.html"
COMM_000502,comment,东方财富股吧,冲啊,2026-05-29,冲啊,平安银行(000001),43,0,"https://guba.eastmoney.com/news,000001,1717053758.html"
COMM_000503,comment,东方财富股吧,今天涨得我头晕目眩的,2026-05-29,今天涨得我头晕目眩的,平安银行(000001),85,2,"https://guba.eastmoney.com/news,000001,1716969290.html"
COMM_000504,comment,东方财富股吧,6月以前拉升银行，才能拉高保险股的公允值收益，财报才会好看！,2026-05-29,6月以前拉升银行，才能拉高保险股的公允值收益，财报才会好看！,平安银行(000001),59,0,"https://guba.eastmoney.com/news,000001,1717033194.html"
COMM_000505,comment,东方财富股吧,快跑大盘要翻红了！,2026-05-29,快跑大盘要翻红了！,平安银行(000001),45,0,"https://guba.eastmoney.com/news,000001,1717014889.html"
COMM_000506,comment,东方财富股吧,啊啊啊啊啊啊啊啊啊,2026-05-29,啊啊啊啊啊啊啊啊啊,平安银行(000001),47,0,"https://guba.eastmoney.com/news,000001,1716992935.html"
COMM_000507,comment,东方财富股吧,再买再跌，再卖再涨,2026-05-29,再买再跌，再卖再涨,平安银行(000001),39,0,"https://guba.eastmoney.com/news,000001,1716989111.html"
COMM_000508,comment,东方财富股吧,就算平安银行今天涨停，我也还是亏钱,2026-05-29,就算平安银行今天涨停，我也还是亏钱,平安银行(000001),42,0,"https://guba.eastmoney.com/news,000001,1716967905.html"
COMM_000509,comment,东方财富股吧,作为房地产龙头，也该起飞了,2026-05-29,作为房地产龙头，也该起飞了,平安银行(000001),37,0,"https://guba.eastmoney.com/news,000001,1716964418.html"
COMM_000510,comment,东方财富股吧,可以介入了吗？,2026-05-29,可以介入了吗？,平安银行(000001),60,1,"https://guba.eastmoney.com/news,000001,1716933202.html"
COMM_000511,comment,东方财富股吧,卖不完，根本卖不完，永远的垃圾,2026-05-29,卖不完，根本卖不完，永远的垃圾,平安银行(000001),44,0,"https://guba.eastmoney.com/news,000001,1716949435.html"
COMM_000512,comment,东方财富股吧,快拉银行股，大盘顶不住了。,2026-05-29,快拉银行股，大盘顶不住了。,平安银行(000001),51,1,"https://guba.eastmoney.com/news,000001,1716926420.html"
COMM_000513,comment,东方财富股吧,大盘翘翘板，昨天10.64进，今天10.74出。拿一半仓位来做T。我就不信干不过,2026-05-29,大盘翘翘板，昨天10.64进，今天10.74出。拿一半仓位来做T。我就不信干不过,平安银行(000001),84,3,"https://guba.eastmoney.com/news,000001,1716866142.html"
COMM_000514,comment,东方财富股吧,老实的中国人！5年前我3元买入农业银行，一直没有动！今年我10.64买入平安银行,2026-05-28,老实的中国人！5年前我3元买入农业银行，一直没有动！今年我10.64买入平安银行,平安银行(000001),405,8,"https://guba.eastmoney.com/news,000001,1716585513.html"
COMM_000515,comment,东方财富股吧,下来啊?我就抄，上去我就再出一半。,2026-05-29,下来啊?我就抄，上去我就再出一半。,平安银行(000001),43,0,"https://guba.eastmoney.com/news,000001,1716878870.html"
COMM_000516,comment,东方财富股吧,近五年来最低9元最高25元。现在的价格谁怕谁。坐收利息好过存银行。,2026-05-29,近五年来最低9元最高25元。现在的价格谁怕谁。坐收利息好过存银行。,平安银行(000001),43,0,"https://guba.eastmoney.com/news,000001,1716827382.html"
COMM_000517,comment,东方财富股吧,中国大陆的科幻股将会在“狂欢中爆炸……走着瞧吧！…这样说不客观吗？？？？,2026-05-29,中国大陆的科幻股将会在“狂欢中爆炸……走着瞧吧！…这样说不客观吗？？？？,平安银行(000001),47,0,"https://guba.eastmoney.com/news,000001,1716823699.html"
COMM_000518,comment,东方财富股吧,千手哥睡醒了，开始砸盘。,2026-05-29,千手哥睡醒了，开始砸盘。,平安银行(000001),39,0,"https://guba.eastmoney.com/news,000001,1716801737.html"
COMM_000519,comment,东方财富股吧,什么时候才派息？,2026-05-29,什么时候才派息？,平安银行(000001),45,0,"https://guba.eastmoney.com/news,000001,1716797726.html"
COMM_000520,comment,东方财富股吧,这是牛市还是股灾？？？,2026-05-28,这是牛市还是股灾？？？,平安银行(000001),82,1,"https://guba.eastmoney.com/news,000001,1716613684.html"
COMM_000521,comment,东方财富股吧,平安银行：融资净买入1744.96万元，融资余额55.67亿元,2026-05-29,平安银行：融资净买入1744.96万元，融资余额55.67亿元,平安银行(000001),81,0,"https://guba.eastmoney.com/news,000001,1716752035.html"
COMM_000522,comment,东方财富股吧,证金满打满算不到40亿的持仓，这么久了，还没有卖完吗,2026-05-29,证金满打满算不到40亿的持仓，这么久了，还没有卖完吗,平安银行(000001),56,0,"https://guba.eastmoney.com/news,000001,1716741405.html"
COMM_000523,comment,东方财富股吧,我如果能做决定我就10号公布日期11号登记日12号除权。股息到账。哈哈哈！,2026-05-29,我如果能做决定我就10号公布日期11号登记日12号除权。股息到账。哈哈哈！,平安银行(000001),125,3,"https://guba.eastmoney.com/news,000001,1716719327.html"
COMM_000524,comment,东方财富股吧,谁能想到10年没涨，市值还不如2015年。,2026-05-29,谁能想到10年没涨，市值还不如2015年。,平安银行(000001),60,0,"https://guba.eastmoney.com/news,000001,1716737331.html"
COMM_000525,comment,东方财富股吧,天，不复权价格跌回两年前了,2026-05-28,天，不复权价格跌回两年前了,平安银行(000001),84,0,"https://guba.eastmoney.com/news,000001,1716631938.html"
COMM_000526,comment,东方财富股吧,请问要不要珍惜10.66元的平安银行,2026-05-28,请问要不要珍惜10.66元的平安银行,平安银行(000001),145,2,"https://guba.eastmoney.com/news,000001,1716546294.html"
COMM_000527,comment,东方财富股吧,买个放18年，能回本吗？,2026-05-28,买个放18年，能回本吗？,平安银行(000001),96,3,"https://guba.eastmoney.com/news,000001,1716573033.html"
COMM_000528,comment,东方财富股吧,踏马的，那些所谓的科技股有业绩吗？炒到几百上千块，说好的价值投资呢,2026-05-28,踏马的，那些所谓的科技股有业绩吗？炒到几百上千块，说好的价值投资呢,平安银行(000001),69,2,"https://guba.eastmoney.com/news,000001,1716669981.html"
COMM_000529,comment,东方财富股吧,啥时候才能止跌企稳,2026-05-28,啥时候才能止跌企稳,平安银行(000001),53,2,"https://guba.eastmoney.com/news,000001,1716660419.html"
COMM_000530,comment,东方财富股吧,老登股出货去买科技股了！,2026-05-29,老登股出货去买科技股了！,平安银行(000001),49,0,"https://guba.eastmoney.com/news,000001,1716713927.html"
COMM_000531,comment,东方财富股吧,基本面好的股票也要看趋势.有些人以为看看几个指标就能判断低或者高.那么简单股市谁,2026-05-28,基本面好的股票也要看趋势.有些人以为看看几个指标就能判断低或者高.那么简单股市谁,平安银行(000001),1270,14,"https://guba.eastmoney.com/news,000001,1716532821.html"
COMM_000532,comment,东方财富股吧,看完中信银行，发现平安银行也没那么丑陋了，中信这个k线咋看就是退市*st股呀,2026-05-28,看完中信银行，发现平安银行也没那么丑陋了，中信这个k线咋看就是退市*st股呀,平安银行(000001),592,5,"https://guba.eastmoney.com/news,000001,1716691048.html"
COMM_000533,comment,东方财富股吧,睡不着,2026-05-29,睡不着,平安银行(000001),48,0,"https://guba.eastmoney.com/news,000001,1716698870.html"
COMM_000534,comment,东方财富股吧,银行股21年到26年5年间没有行情，大盘指数怎么涨都以它没有关系，白酒也一样，赚,2026-05-28,银行股21年到26年5年间没有行情，大盘指数怎么涨都以它没有关系，白酒也一样，赚,平安银行(000001),132,3,"https://guba.eastmoney.com/news,000001,1716675717.html"
COMM_000535,comment,东方财富股吧,聚势AI向新 深圳加速构建产融生态,2026-05-28,聚势AI向新 深圳加速构建产融生态,平安银行(000001),955,0,"https://guba.eastmoney.com/news,hk03968,1716672975.html"
COMM_000536,comment,东方财富股吧,现在买进去就是套，下方还有20%的空间,2026-05-28,现在买进去就是套，下方还有20%的空间,平安银行(000001),51,0,"https://guba.eastmoney.com/news,000001,1716667670.html"
COMM_000537,comment,东方财富股吧,到底是哪个在源源不断的出货？,2026-05-28,到底是哪个在源源不断的出货？,平安银行(000001),133,6,"https://guba.eastmoney.com/news,000001,1716419483.html"
COMM_000538,comment,东方财富股吧,现在买入等于买了10.3的平银，拿完26年的分红，成本就是9.7！预测现在27年,2026-05-28,现在买入等于买了10.3的平银，拿完26年的分红，成本就是9.7！预测现在27年,平安银行(000001),197,2,"https://guba.eastmoney.com/news,000001,1716576718.html"
COMM_000539,comment,东方财富股吧,中报看看证金还在不在前十,2026-05-28,中报看看证金还在不在前十,平安银行(000001),112,4,"https://guba.eastmoney.com/news,000001,1716339015.html"
COMM_000540,comment,东方财富股吧,完全是莫名其妙的走势，一季报从当天走势来看也算超预期，结果走成这样。估值打到还不,2026-05-28,完全是莫名其妙的走势，一季报从当天走势来看也算超预期，结果走成这样。估值打到还不,平安银行(000001),173,1,"https://guba.eastmoney.com/news,000001,1716543468.html"
COMM_000541,comment,东方财富股吧,觉得便宜才买的，还会更便宜吗？,2026-05-28,觉得便宜才买的，还会更便宜吗？,平安银行(000001),159,3,"https://guba.eastmoney.com/news,000001,1716580006.html"
COMM_000542,comment,东方财富股吧,你厉害，我持有快两年呢，成本比你还高1元，你买入时机比较好[赞],2026-05-28,你厉害，我持有快两年呢，成本比你还高1元，你买入时机比较好[赞],平安银行(000001),79,0,"https://guba.eastmoney.com/news,000001,1716577890.html"
COMM_000543,comment,东方财富股吧,跌吧，还有20W能补仓，争取今年存到5W股,2026-05-28,跌吧，还有20W能补仓，争取今年存到5W股,平安银行(000001),399,3,"https://guba.eastmoney.com/news,000001,1716519845.html"
COMM_000544,comment,东方财富股吧,下个月要反了吧，今天，券商，保险，银行！一起砸盘！,2026-05-28,下个月要反了吧，今天，券商，保险，银行！一起砸盘！,平安银行(000001),54,0,"https://guba.eastmoney.com/news,000001,1716569849.html"
COMM_000545,comment,东方财富股吧,10.66加了点仓。,2026-05-28,10.66加了点仓。,平安银行(000001),105,4,"https://guba.eastmoney.com/news,000001,1716506146.html"
COMM_000546,comment,东方财富股吧,证金赶紧用力砸完啊？砸到10我好接盘,2026-05-28,证金赶紧用力砸完啊？砸到10我好接盘,平安银行(000001),60,1,"https://guba.eastmoney.com/news,000001,1716358060.html"
COMM_000547,comment,东方财富股吧,真不知担心平银下跌的人是用什么思维问题的,2026-05-28,真不知担心平银下跌的人是用什么思维问题的,平安银行(000001),83,1,"https://guba.eastmoney.com/news,000001,1716548018.html"
COMM_000548,comment,东方财富股吧,货。就没涨过，，22啥时候回本,2026-05-28,货。就没涨过，，22啥时候回本,平安银行(000001),71,1,"https://guba.eastmoney.com/news,000001,1716539796.html"
COMM_000549,comment,东方财富股吧,11.5走的我很机智,2026-05-28,11.5走的我很机智,平安银行(000001),51,0,"https://guba.eastmoney.com/news,000001,1716543644.html"
COMM_000550,comment,东方财富股吧,$平安银行(SZ000001)$,2026-05-28,$平安银行(SZ000001)$,平安银行(000001),60,1,"https://guba.eastmoney.com/news,000001,1716530781.html"
COMM_000551,comment,东方财富股吧,半导体代表一切了，其他股票都是陪跑的,2026-05-28,半导体代表一切了，其他股票都是陪跑的,平安银行(000001),49,0,"https://guba.eastmoney.com/news,000001,1716527758.html"
COMM_000552,comment,东方财富股吧,这样的行情对银行是利好，股市赚不到钱，大家都把钱存回银行去了,2026-05-28,这样的行情对银行是利好，股市赚不到钱，大家都把钱存回银行去了,平安银行(000001),64,1,"https://guba.eastmoney.com/news,000001,1716522385.html"
COMM_000553,comment,东方财富股吧,平安还能继续这么跌啊,2026-05-28,平安还能继续这么跌啊,平安银行(000001),53,0,"https://guba.eastmoney.com/news,000001,1716525883.html"
COMM_000554,comment,东方财富股吧,平安银行：截至2026年3月末公司普通股股东总户数为457610户,2026-05-27,平安银行：截至2026年3月末公司普通股股东总户数为457610户,平安银行(000001),1320,5,"https://guba.eastmoney.com/news,000001,1715813990.html"
COMM_000555,comment,东方财富股吧,再不涨一点，准备减点仓了。到外面去试试运气。,2026-05-28,再不涨一点，准备减点仓了。到外面去试试运气。,平安银行(000001),48,0,"https://guba.eastmoney.com/news,000001,1716522897.html"
COMM_000556,comment,东方财富股吧,不说话,2026-05-28,不说话,平安银行(000001),142,2,"https://guba.eastmoney.com/news,000001,1716411969.html"
COMM_000557,comment,东方财富股吧,没有机构看好，又在减成持，服份分散，还得下跌,2026-05-28,没有机构看好，又在减成持，服份分散，还得下跌,平安银行(000001),42,0,"https://guba.eastmoney.com/news,000001,1716519759.html"
COMM_000558,comment,东方财富股吧,"明天就是本月的最后一天了,收红,还是收绿?",2026-05-28,"明天就是本月的最后一天了,收红,还是收绿?",平安银行(000001),43,0,"https://guba.eastmoney.com/news,000001,1716518696.html"
COMM_000559,comment,东方财富股吧,10.64买入平安，10.84舍不得卖出，结果就我只想说C!,2026-05-28,10.64买入平安，10.84舍不得卖出，结果就我只想说C!,平安银行(000001),45,0,"https://guba.eastmoney.com/news,000001,1716516532.html"
COMM_000560,comment,东方财富股吧,大神们，明天咋看?今天能抄一点吗？搞顿火锅也好。,2026-05-28,大神们，明天咋看?今天能抄一点吗？搞顿火锅也好。,平安银行(000001),61,2,"https://guba.eastmoney.com/news,000001,1716481459.html"
COMM_000561,comment,东方财富股吧,只想把诸位逼出来 去接科技,2026-05-28,只想把诸位逼出来 去接科技,平安银行(000001),122,6,"https://guba.eastmoney.com/news,000001,1716424772.html"
COMM_000562,comment,东方财富股吧,我很少发帖子，今天忍不住了，我只想说主力这种砸法，砸这种优质股，我已经找不出话来,2026-05-28,我很少发帖子，今天忍不住了，我只想说主力这种砸法，砸这种优质股，我已经找不出话来,平安银行(000001),216,8,"https://guba.eastmoney.com/news,000001,1716464152.html"
COMM_000563,comment,东方财富股吧,平安银行·网格交易,2026-05-28,平安银行·网格交易,平安银行(000001),107,0,"https://guba.eastmoney.com/news,000001,1716492625.html"
COMM_000564,comment,东方财富股吧,这垃圾严重污染市场生态，应该清理出市场,2026-05-28,这垃圾严重污染市场生态，应该清理出市场,平安银行(000001),58,1,"https://guba.eastmoney.com/news,000001,1716461609.html"
COMM_000565,comment,东方财富股吧,个位数不远了,2026-05-28,个位数不远了,平安银行(000001),45,0,"https://guba.eastmoney.com/news,000001,1716489487.html"
COMM_000566,comment,东方财富股吧,你们成本多少，有多少股,2026-05-28,你们成本多少，有多少股,平安银行(000001),42,0,"https://guba.eastmoney.com/news,000001,1716488923.html"
COMM_000567,comment,东方财富股吧,你们就这样重视市值管理啊？,2026-05-28,你们就这样重视市值管理啊？,平安银行(000001),66,1,"https://guba.eastmoney.com/news,000001,1716471555.html"
COMM_000568,comment,东方财富股吧,平安银行真是好股票现在价格也很低就是不敢进，砸盘搅棍还有很多货，科创板上长还能,2026-05-28,平安银行真是好股票现在价格也很低就是不敢进，砸盘搅棍还有很多货，科创板上长还能,平安银行(000001),134,4,"https://guba.eastmoney.com/news,000001,1716431935.html"
COMM_000569,comment,东方财富股吧,666，恶意砸盘,2026-05-28,666，恶意砸盘,平安银行(000001),56,0,"https://guba.eastmoney.com/news,000001,1716465968.html"
COMM_000570,comment,东方财富股吧,万科还有50%的跌幅，平安银行至少下跌20%,2026-05-28,万科还有50%的跌幅，平安银行至少下跌20%,平安银行(000001),55,0,"https://guba.eastmoney.com/news,000001,1716465470.html"
COMM_000571,comment,东方财富股吧,千手弟一路狂砸。股友们，你们顶得住吗?,2026-05-28,千手弟一路狂砸。股友们，你们顶得住吗?,平安银行(000001),71,3,"https://guba.eastmoney.com/news,000001,1716452908.html"
COMM_000572,comment,东方财富股吧,真够恶心了,2026-05-28,真够恶心了,平安银行(000001),48,0,"https://guba.eastmoney.com/news,000001,1716461001.html"
COMM_000573,comment,东方财富股吧,科技还是涨,2026-05-28,科技还是涨,平安银行(000001),37,0,"https://guba.eastmoney.com/news,000001,1716455788.html"
COMM_000574,comment,东方财富股吧,往昔所造诸恶业，皆由无始贪嗔痴，从身语意之所生，一切我今皆忏悔。,2026-05-28,往昔所造诸恶业，皆由无始贪嗔痴，从身语意之所生，一切我今皆忏悔。,平安银行(000001),65,2,"https://guba.eastmoney.com/news,000001,1716389696.html"
COMM_000575,comment,东方财富股吧,姚老板成本11.5附近，这么跌下去姚老板裤衩子都跌没了,2026-05-28,姚老板成本11.5附近，这么跌下去姚老板裤衩子都跌没了,平安银行(000001),201,7,"https://guba.eastmoney.com/news,000001,1716254704.html"
COMM_000576,comment,东方财富股吧,指数都上去了，10.66还卖，下周卖多三毛钱不好吗？赔钱活该。,2026-05-28,指数都上去了，10.66还卖，下周卖多三毛钱不好吗？赔钱活该。,平安银行(000001),94,4,"https://guba.eastmoney.com/news,000001,1716367964.html"
COMM_000577,comment,东方财富股吧,看不懂，看不懂!大盘都红了0.76%破银行股还往下跌!,2026-05-28,看不懂，看不懂!大盘都红了0.76%破银行股还往下跌!,平安银行(000001),61,1,"https://guba.eastmoney.com/news,000001,1716415182.html"
COMM_000578,comment,东方财富股吧,虽然我也很生气，但平安银行最近在银行股里面算是表现还不错的。,2026-05-28,虽然我也很生气，但平安银行最近在银行股里面算是表现还不错的。,平安银行(000001),51,0,"https://guba.eastmoney.com/news,000001,1716411559.html"
COMM_000579,comment,东方财富股吧,底部的天际股份为何本周大跌20%？！,2026-05-28,底部的天际股份为何本周大跌20%？！,平安银行(000001),53,0,"https://guba.eastmoney.com/news,000636,1716400875.html"
COMM_000580,comment,东方财富股吧,底部的天际股份为何本周大跌20%？！,2026-05-28,底部的天际股份为何本周大跌20%？！,平安银行(000001),46,0,"https://guba.eastmoney.com/news,600726,1716400364.html"
COMM_000581,comment,东方财富股吧,底部的天际股份为何本周大跌20%？！,2026-05-28,底部的天际股份为何本周大跌20%？！,平安银行(000001),58,0,"https://guba.eastmoney.com/news,600584,1716398563.html"
COMM_000582,comment,东方财富股吧,底部的天际股份为何本周大跌20%？！,2026-05-28,底部的天际股份为何本周大跌20%？！,平安银行(000001),32,0,"https://guba.eastmoney.com/news,002185,1716397948.html"
COMM_000583,comment,东方财富股吧,涨四天不够一天跌的,2026-05-28,涨四天不够一天跌的,平安银行(000001),49,1,"https://guba.eastmoney.com/news,000001,1716336265.html"
COMM_000584,comment,东方财富股吧,观察：同样破净绩优，布局历史超跌消费还是追高银行拿着等待分红利息划算呢？现在指数,2026-05-19,观察：同样破净绩优，布局历史超跌消费还是追高银行拿着等待分红利息划算呢？现在指数,平安银行(000001),605,7,"https://guba.eastmoney.com/news,000001,1710325624.html"
COMM_000585,comment,东方财富股吧,底部3794，还有300点，听天由命吧,2026-05-28,底部3794，还有300点，听天由命吧,平安银行(000001),44,0,"https://guba.eastmoney.com/news,000001,1716357606.html"
COMM_000586,comment,东方财富股吧,为什么我买的一直跌,2026-05-28,为什么我买的一直跌,平安银行(000001),49,1,"https://guba.eastmoney.com/news,000001,1716350980.html"
COMM_000587,comment,东方财富股吧,再也没有资金跟这个公司耗下去了，简直太奇葩的公司,2026-05-28,再也没有资金跟这个公司耗下去了，简直太奇葩的公司,平安银行(000001),40,0,"https://guba.eastmoney.com/news,000001,1716347299.html"
COMM_000588,comment,东方财富股吧,你跌啥呢，我真无语了,2026-05-28,你跌啥呢，我真无语了,平安银行(000001),44,1,"https://guba.eastmoney.com/news,000001,1716337473.html"
COMM_000589,comment,东方财富股吧,业绩是假的吧,2026-05-28,业绩是假的吧,平安银行(000001),43,0,"https://guba.eastmoney.com/news,000001,1716331244.html"
COMM_000590,comment,东方财富股吧,护盘没你吗,2026-05-28,护盘没你吗,平安银行(000001),40,0,"https://guba.eastmoney.com/news,000001,1716317491.html"
COMM_000591,comment,东方财富股吧,天天扯什么分红，，五粮液当时分红多少？充足的现金流，强大背景，现在在看看呢？？,2026-05-15,天天扯什么分红，，五粮液当时分红多少？充足的现金流，强大背景，现在在看看呢？？,平安银行(000001),1313,25,"https://guba.eastmoney.com/news,000001,1708780186.html"
COMM_000592,comment,东方财富股吧,9.2-9.5今年估计会到,2026-05-28,9.2-9.5今年估计会到,平安银行(000001),53,0,"https://guba.eastmoney.com/news,000001,1716309387.html"
COMM_000593,comment,东方财富股吧,什么时候分红,2026-05-28,什么时候分红,平安银行(000001),69,1,"https://guba.eastmoney.com/news,000001,1716271217.html"
COMM_000594,comment,东方财富股吧,继续跳水，逃起来。。。。,2026-05-28,继续跳水，逃起来。。。。,平安银行(000001),53,0,"https://guba.eastmoney.com/news,000001,1716301506.html"
COMM_000595,comment,东方财富股吧,垃圾草,2026-05-28,垃圾草,平安银行(000001),49,0,"https://guba.eastmoney.com/news,000001,1716285435.html"
COMM_000596,comment,东方财富股吧,平安银行逾10亿元不良贷款资产包招商！抵押物涉五星级酒店银行业低迷源于低息差难以,2026-05-20,平安银行逾10亿元不良贷款资产包招商！抵押物涉五星级酒店银行业低迷源于低息差难以,平安银行(000001),106,2,"https://guba.eastmoney.com/news,000001,1711094086.html"
COMM_000597,comment,东方财富股吧,证金公司在2015年三季度均价6元左右大手笔购入4亿多股，十多年的分红基本覆盖了,2026-05-28,证金公司在2015年三季度均价6元左右大手笔购入4亿多股，十多年的分红基本覆盖了,平安银行(000001),157,1,"https://guba.eastmoney.com/news,000001,1716003552.html"
COMM_000598,comment,东方财富股吧,各位大神，3.58的市盈率是不是3.58年就可以回本？23元的净资产是不是每股值,2026-05-28,各位大神，3.58的市盈率是不是3.58年就可以回本？23元的净资产是不是每股值,平安银行(000001),196,4,"https://guba.eastmoney.com/news,000001,1716179930.html"
COMM_000599,comment,东方财富股吧,昨天涨了一天，又可以跌十几天了,2026-05-27,昨天涨了一天，又可以跌十几天了,平安银行(000001),61,1,"https://guba.eastmoney.com/news,000001,1715409040.html"
COMM_000600,comment,东方财富股吧,跌跌更健康呀！越绿越买，越涨越丢,2026-05-28,跌跌更健康呀！越绿越买，越涨越丢,平安银行(000001),49,0,"https://guba.eastmoney.com/news,000001,1716255682.html"
COMM_000601,comment,东方财富股吧,那些卖的你是在担心不涨没有挣吗？真是可笑,2026-05-28,那些卖的你是在担心不涨没有挣吗？真是可笑,平安银行(000001),59,2,"https://guba.eastmoney.com/news,000001,1716165213.html"
COMM_000602,comment,东方财富股吧,还跌，我c了,2026-05-28,还跌，我c了,平安银行(000001),47,1,"https://guba.eastmoney.com/news,000001,1716248781.html"
COMM_000603,comment,东方财富股吧,从这个月初的11.60跌下来，到今天的10.69，快一个跌停了，竟然没有一次像样,2026-05-28,从这个月初的11.60跌下来，到今天的10.69，快一个跌停了，竟然没有一次像样,平安银行(000001),70,0,"https://guba.eastmoney.com/news,000001,1716250958.html"
COMM_000604,comment,东方财富股吧,翘翘板，大盘回升下跌。,2026-05-28,翘翘板，大盘回升下跌。,平安银行(000001),50,1,"https://guba.eastmoney.com/news,000001,1716251278.html"
COMM_000605,comment,东方财富股吧,我进来就绿了！这是进哪里绿哪里吗？,2026-05-28,我进来就绿了！这是进哪里绿哪里吗？,平安银行(000001),52,1,"https://guba.eastmoney.com/news,000001,1716251386.html"
COMM_000606,comment,东方财富股吧,翘翘板，大盘回升破股下跌!,2026-05-28,翘翘板，大盘回升破股下跌!,平安银行(000001),42,0,"https://guba.eastmoney.com/news,000001,1716252481.html"
COMM_000607,comment,东方财富股吧,建行追上你,2026-05-26,建行追上你,平安银行(000001),86,0,"https://guba.eastmoney.com/news,000001,1714431454.html"
COMM_000608,comment,东方财富股吧,当市场极端时买再等等给你带来一笔不错收入…当它红了冉升起卖别忧烦果断清仓A股本来,2026-05-28,当市场极端时买再等等给你带来一笔不错收入…当它红了冉升起卖别忧烦果断清仓A股本来,平安银行(000001),41,0,"https://guba.eastmoney.com/news,000001,1716221110.html"
COMM_000609,comment,东方财富股吧,下跌的量缩没,2026-05-28,下跌的量缩没,平安银行(000001),49,0,"https://guba.eastmoney.com/news,000001,1716218381.html"
COMM_000610,comment,东方财富股吧,怎么分红还没到账,2026-05-28,怎么分红还没到账,平安银行(000001),71,1,"https://guba.eastmoney.com/news,000001,1716166392.html"
COMM_000611,comment,东方财富股吧,其他票跌还会骂两句，你跌我都不生气了,2026-05-28,其他票跌还会骂两句，你跌我都不生气了,平安银行(000001),45,0,"https://guba.eastmoney.com/news,000001,1716212579.html"
COMM_000612,comment,东方财富股吧,11.35买的，怎么跌跌不休了,2026-05-28,11.35买的，怎么跌跌不休了,平安银行(000001),50,0,"https://guba.eastmoney.com/news,000001,1716211363.html"
COMM_000613,comment,东方财富股吧,卖出的挂单10.80就能出手，何必10.70这么急呢？你家着火了？,2026-05-28,卖出的挂单10.80就能出手，何必10.70这么急呢？你家着火了？,平安银行(000001),39,0,"https://guba.eastmoney.com/news,000001,1716209688.html"
COMM_000614,comment,东方财富股吧,太多了，买不完,2026-05-28,太多了，买不完,平安银行(000001),44,0,"https://guba.eastmoney.com/news,000001,1716207487.html"
COMM_000615,comment,东方财富股吧,你,2026-05-28,你,平安银行(000001),36,0,"https://guba.eastmoney.com/news,000001,1716206009.html"
COMM_000616,comment,东方财富股吧,机构都是机械化管理，等下个月数据出来确认进入复苏就会争先恐后买进,2026-05-28,机构都是机械化管理，等下个月数据出来确认进入复苏就会争先恐后买进,平安银行(000001),48,0,"https://guba.eastmoney.com/news,000001,1716188725.html"
COMM_000617,comment,东方财富股吧,不要了，我。。。。你。。。,2026-05-28,不要了，我。。。。你。。。,平安银行(000001),46,1,"https://guba.eastmoney.com/news,000001,1716164006.html"
COMM_000618,comment,东方财富股吧,珍惜手中证券和银行、白酒、电力、商业零售、交通、消费、中国石化、中国石油等廉价的,2026-05-28,珍惜手中证券和银行、白酒、电力、商业零售、交通、消费、中国石化、中国石油等廉价的,平安银行(000001),58,0,"https://guba.eastmoney.com/news,000001,1716160321.html"
COMM_000619,comment,东方财富股吧,当市场超级大中小散外加资管决定权衡板块上还是下时辰时……砖头给你意见等等……！！,2026-05-28,当市场超级大中小散外加资管决定权衡板块上还是下时辰时……砖头给你意见等等……！！,平安银行(000001),49,0,"https://guba.eastmoney.com/news,000001,1716145146.html"
COMM_000620,comment,东方财富股吧,哇噻!千手哥睡醒了!必须点赞,2026-05-28,哇噻!千手哥睡醒了!必须点赞,平安银行(000001),50,2,"https://guba.eastmoney.com/news,000001,1716115990.html"
COMM_000621,comment,东方财富股吧,每到最后的几秒，各种大卖单就砸出来了,2026-05-27,每到最后的几秒，各种大卖单就砸出来了,平安银行(000001),393,4,"https://guba.eastmoney.com/news,000001,1715676762.html"
COMM_000622,comment,东方财富股吧,中小银行都是一堆垃圾,2026-05-28,中小银行都是一堆垃圾,平安银行(000001),40,0,"https://guba.eastmoney.com/news,000001,1716088739.html"
COMM_000623,comment,东方财富股吧,没有千手的买单，只有千手的卖单。想涨?门都没有。,2026-05-28,没有千手的买单，只有千手的卖单。想涨?门都没有。,平安银行(000001),40,0,"https://guba.eastmoney.com/news,000001,1716062832.html"
COMM_000624,comment,东方财富股吧,曾经深发展的气质呢？,2026-05-28,曾经深发展的气质呢？,平安银行(000001),43,0,"https://guba.eastmoney.com/news,000001,1716046392.html"
COMM_000625,comment,东方财富股吧,你怎么变成织布机了？,2026-05-28,你怎么变成织布机了？,平安银行(000001),41,0,"https://guba.eastmoney.com/news,000001,1716045821.html"
COMM_000626,comment,东方财富股吧,企稳叠加目前整体行情，这个安全系数非常高，已入等抬轿,2026-05-28,企稳叠加目前整体行情，这个安全系数非常高，已入等抬轿,平安银行(000001),45,0,"https://guba.eastmoney.com/news,000001,1716034176.html"
