record_id,source_type,source,title,event_date,content,mentioned_entity,read_count,comment_count,url
COMM_000226,comment,东方财富股吧,吓唬谁呢，这个股息我是不会卖的,2026-06-04,吓唬谁呢，这个股息我是不会卖的,平安银行(000001),177,5,"https://guba.eastmoney.com/news,000001,1720189615.html"
COMM_000227,comment,东方财富股吧,服了，11都上不去吗。,2026-06-04,服了，11都上不去吗。,平安银行(000001),28,0,"https://guba.eastmoney.com/news,000001,1720339502.html"
COMM_000228,comment,东方财富股吧,快大家买进来分红了,2026-06-04,快大家买进来分红了,平安银行(000001),20,0,"https://guba.eastmoney.com/news,000001,1720339272.html"
COMM_000229,comment,东方财富股吧,调出了，有这么严重吗？开盘竟然是跌幅第一名？,2026-06-04,调出了，有这么严重吗？开盘竟然是跌幅第一名？,平安银行(000001),165,6,"https://guba.eastmoney.com/news,000001,1720167714.html"
COMM_000230,comment,东方财富股吧,平银，甚至是平安保险应该是有问题的。市场持续多年用脚投票。,2026-06-04,平银，甚至是平安保险应该是有问题的。市场持续多年用脚投票。,平安银行(000001),30,0,"https://guba.eastmoney.com/news,000001,1720332536.html"
COMM_000231,comment,东方财富股吧,踢出富时a50的长期影响会慢慢阴跌,2026-06-04,踢出富时a50的长期影响会慢慢阴跌,平安银行(000001),66,1,"https://guba.eastmoney.com/news,000001,1720262604.html"
COMM_000232,comment,东方财富股吧,事实上，现在的股市已经像2024年9月24日以前的状态了……根本没有多少散户在交,2026-06-04,事实上，现在的股市已经像2024年9月24日以前的状态了……根本没有多少散户在交,平安银行(000001),54,0,"https://guba.eastmoney.com/news,000001,1720319140.html"
COMM_000233,comment,东方财富股吧,你要分红，他要本金,2026-06-04,你要分红，他要本金,平安银行(000001),25,0,"https://guba.eastmoney.com/news,000001,1720316766.html"
COMM_000234,comment,东方财富股吧,为了赶散户去科技接盘，拼命打压低价银行股,2026-06-04,为了赶散户去科技接盘，拼命打压低价银行股,平安银行(000001),39,0,"https://guba.eastmoney.com/news,000001,1720290448.html"
COMM_000235,comment,东方财富股吧,，,2026-06-04,，,平安银行(000001),29,0,"https://guba.eastmoney.com/news,000001,1720288198.html"
COMM_000236,comment,东方财富股吧,强烈要求冀光恒引咎辞职,2026-06-04,强烈要求冀光恒引咎辞职,平安银行(000001),18,0,"https://guba.eastmoney.com/news,000001,1720268626.html"
COMM_000237,comment,东方财富股吧,它一年都是这样躺平发育，不涨也不跌，人家算准了！,2026-06-04,它一年都是这样躺平发育，不涨也不跌，人家算准了！,平安银行(000001),26,0,"https://guba.eastmoney.com/news,000001,1720265919.html"
COMM_000238,comment,东方财富股吧,还有比平安银行更低市盈率的吗,2026-06-04,还有比平安银行更低市盈率的吗,平安银行(000001),51,1,"https://guba.eastmoney.com/news,000001,1720177860.html"
COMM_000239,comment,东方财富股吧,恶心至极，垃圾够恶心了,2026-06-04,恶心至极，垃圾够恶心了,平安银行(000001),21,0,"https://guba.eastmoney.com/news,000001,1720235125.html"
COMM_000240,comment,东方财富股吧,强烈要求呢只股除牌,2026-06-04,强烈要求呢只股除牌,平安银行(000001),25,0,"https://guba.eastmoney.com/news,000001,1720216125.html"
COMM_000241,comment,东方财富股吧,这垃圾严重污染市场环境，应该清理出市场,2026-06-04,这垃圾严重污染市场环境，应该清理出市场,平安银行(000001),26,0,"https://guba.eastmoney.com/news,000001,1720184347.html"
COMM_000242,comment,东方财富股吧,利空出尽，不涨也难了。,2026-06-04,利空出尽，不涨也难了。,平安银行(000001),31,0,"https://guba.eastmoney.com/news,000001,1720180762.html"
COMM_000243,comment,东方财富股吧,2000万砸市值20亿也是牛，这是一个接盘的也没了？,2026-06-04,2000万砸市值20亿也是牛，这是一个接盘的也没了？,平安银行(000001),256,0,"https://guba.eastmoney.com/news,000001,1720177566.html"
COMM_000244,comment,东方财富股吧,这么多人等分猪肉，是不是有情况，有些不妙啊。,2026-06-04,这么多人等分猪肉，是不是有情况，有些不妙啊。,平安银行(000001),65,1,"https://guba.eastmoney.com/news,000001,1720132873.html"
COMM_000245,comment,东方财富股吧,恭喜倒数第一,2026-06-04,恭喜倒数第一,平安银行(000001),24,0,"https://guba.eastmoney.com/news,000001,1720164732.html"
COMM_000246,comment,东方财富股吧,早该清出去！！几年前四千多亿市值硬给老马干到二千亿……老马赶快分红！！！,2026-06-04,早该清出去！！几年前四千多亿市值硬给老马干到二千亿……老马赶快分红！！！,平安银行(000001),41,0,"https://guba.eastmoney.com/news,000001,1720156918.html"
COMM_000247,comment,东方财富股吧,涨一根阳线，也不知道后面有多少阴线拿着分红,2026-05-29,涨一根阳线，也不知道后面有多少阴线拿着分红,平安银行(000001),108,0,"https://guba.eastmoney.com/news,000001,1717361784.html"
COMM_000248,comment,东方财富股吧,屋漏偏逢连夜雨，船破遭遇打头风,2026-06-03,屋漏偏逢连夜雨，船破遭遇打头风,平安银行(000001),161,3,"https://guba.eastmoney.com/news,000001,1720047626.html"
COMM_000249,comment,东方财富股吧,平安银行，真是换了一波又一波的散户！回过头啦！看看还是那个样。好多以前股民都不在,2026-06-04,平安银行，真是换了一波又一波的散户！回过头啦！看看还是那个样。好多以前股民都不在,平安银行(000001),165,2,"https://guba.eastmoney.com/news,000001,1720109047.html"
COMM_000250,comment,东方财富股吧,平安银行：融资净买入273.28万元，融资余额54.41亿元,2026-06-04,平安银行：融资净买入273.28万元，融资余额54.41亿元,平安银行(000001),69,0,"https://guba.eastmoney.com/news,000001,1720137849.html"
COMM_000251,comment,东方财富股吧,豆包里说调出A50股价至少会跌到10.50元，极限会到9.7元，如果这样那就是买,2026-06-03,豆包里说调出A50股价至少会跌到10.50元，极限会到9.7元，如果这样那就是买,平安银行(000001),492,9,"https://guba.eastmoney.com/news,000001,1720073638.html"
COMM_000252,comment,东方财富股吧,剔除A50成分股很好反正股价在低位的，不活跃的，套牢者甚多的，股价在高位的，热门,2026-06-03,剔除A50成分股很好反正股价在低位的，不活跃的，套牢者甚多的，股价在高位的，热门,平安银行(000001),584,5,"https://guba.eastmoney.com/news,000001,1720030517.html"
COMM_000253,comment,东方财富股吧,A50调整，所以大盘看着红火火，可这些赚钱又分红的老登一片绿，虚假的市场信号！,2026-06-04,A50调整，所以大盘看着红火火，可这些赚钱又分红的老登一片绿，虚假的市场信号！,平安银行(000001),49,0,"https://guba.eastmoney.com/news,000001,1720113234.html"
COMM_000254,comment,东方财富股吧,反弹结束了!？，还是先蹲一下然后起跳!？,2026-06-04,反弹结束了!？，还是先蹲一下然后起跳!？,平安银行(000001),34,0,"https://guba.eastmoney.com/news,000001,1720101912.html"
COMM_000255,comment,东方财富股吧,$平安银行(SZ000001)$,2026-06-04,$平安银行(SZ000001)$,平安银行(000001),31,0,"https://guba.eastmoney.com/news,000001,1720101047.html"
COMM_000256,comment,东方财富股吧,平银三年存贷款不增，规模不增何来业绩？！,2026-05-29,平银三年存贷款不增，规模不增何来业绩？！,平安银行(000001),215,0,"https://guba.eastmoney.com/news,000001,1716970542.html"
COMM_000257,comment,东方财富股吧,今年必上23,2026-06-03,今年必上23,平安银行(000001),132,4,"https://guba.eastmoney.com/news,000001,1719912963.html"
COMM_000258,comment,东方财富股吧,过两年平安银行分红来个十派六元，转五股送五股就爽透了。哈哈哈！,2026-06-03,过两年平安银行分红来个十派六元，转五股送五股就爽透了。哈哈哈！,平安银行(000001),173,3,"https://guba.eastmoney.com/news,000001,1719958254.html"
COMM_000259,comment,东方财富股吧,车险的客服还给我推平安银行的贷款呀,2026-06-04,车险的客服还给我推平安银行的贷款呀,平安银行(000001),32,0,"https://guba.eastmoney.com/news,000001,1720091721.html"
COMM_000260,comment,东方财富股吧,这么多人等分红？,2026-06-03,这么多人等分红？,平安银行(000001),37,0,"https://guba.eastmoney.com/news,000001,1720084511.html"
COMM_000261,comment,东方财富股吧,啥时候上20，3年了，你知道这3年我是什么过。,2026-06-03,啥时候上20，3年了，你知道这3年我是什么过。,平安银行(000001),219,9,"https://guba.eastmoney.com/news,000001,1719825687.html"
COMM_000262,comment,东方财富股吧,一直跌分红公告也不出来下,2026-06-03,一直跌分红公告也不出来下,平安银行(000001),42,0,"https://guba.eastmoney.com/news,000001,1720075072.html"
COMM_000263,comment,东方财富股吧,特大利好来了,2026-06-03,特大利好来了,平安银行(000001),1702,13,"https://guba.eastmoney.com/news,000001,1719994311.html"
COMM_000264,comment,东方财富股吧,踢出A50了,2026-06-03,踢出A50了,平安银行(000001),207,3,"https://guba.eastmoney.com/news,000001,1720026843.html"
COMM_000265,comment,东方财富股吧,明天加仓干,2026-06-03,明天加仓干,平安银行(000001),41,0,"https://guba.eastmoney.com/news,000001,1720045842.html"
COMM_000266,comment,东方财富股吧,好期待分红！！！这个月不分，下个月也得分。躲得了初一，躲不过十五。快点公告呀！,2026-06-03,好期待分红！！！这个月不分，下个月也得分。躲得了初一，躲不过十五。快点公告呀！,平安银行(000001),89,1,"https://guba.eastmoney.com/news,000001,1719989692.html"
COMM_000267,comment,东方财富股吧,29股股息率超4% 价值板块安全边际增厚,2026-05-27,29股股息率超4% 价值板块安全边际增厚,平安银行(000001),89535,386,"https://guba.eastmoney.com/news,000651,1714990314.html"
COMM_000268,comment,东方财富股吧,还不错,2026-06-03,还不错,平安银行(000001),37,0,"https://guba.eastmoney.com/news,000001,1719980921.html"
COMM_000269,comment,东方财富股吧,15以下坚决不卖，随便你咋折腾！,2026-06-03,15以下坚决不卖，随便你咋折腾！,平安银行(000001),199,7,"https://guba.eastmoney.com/news,000001,1719795133.html"
COMM_000270,comment,东方财富股吧,账户绿油油。科技泡沫很快破灭。到时候看我们表演。,2026-06-03,账户绿油油。科技泡沫很快破灭。到时候看我们表演。,平安银行(000001),38,0,"https://guba.eastmoney.com/news,000001,1719979301.html"
COMM_000271,comment,东方财富股吧,低于25我不出，5年起步一个阶段深知播种和收获不在一个季节,2026-06-03,低于25我不出，5年起步一个阶段深知播种和收获不在一个季节,平安银行(000001),63,1,"https://guba.eastmoney.com/news,000001,1719945872.html"
COMM_000272,comment,东方财富股吧,还不错,2026-06-03,还不错,平安银行(000001),32,0,"https://guba.eastmoney.com/news,000001,1719977294.html"
COMM_000273,comment,东方财富股吧,分红啦,2026-06-03,分红啦,平安银行(000001),57,0,"https://guba.eastmoney.com/news,000001,1719963191.html"
COMM_000274,comment,东方财富股吧,这个位置能建仓吗？,2026-06-03,这个位置能建仓吗？,平安银行(000001),125,5,"https://guba.eastmoney.com/news,000001,1719599357.html"
COMM_000275,comment,东方财富股吧,分红前使劲跌吧！还有20W能加仓,2026-06-03,分红前使劲跌吧！还有20W能加仓,平安银行(000001),663,7,"https://guba.eastmoney.com/news,000001,1719665810.html"
COMM_000276,comment,东方财富股吧,如果是6月11分红，这货大概率一年涨幅就是一个寂寞！,2026-06-03,如果是6月11分红，这货大概率一年涨幅就是一个寂寞！,平安银行(000001),53,0,"https://guba.eastmoney.com/news,000001,1719942243.html"
COMM_000277,comment,东方财富股吧,你一句话让我的锦龙跌停了，卄,2026-06-03,你一句话让我的锦龙跌停了，卄,平安银行(000001),47,0,"https://guba.eastmoney.com/news,000001,1719940372.html"
COMM_000278,comment,东方财富股吧,张差男,2026-06-03,张差男,平安银行(000001),49,3,"https://guba.eastmoney.com/news,000001,1719770849.html"
COMM_000279,comment,东方财富股吧,市场太缺资金了 拉了那头 这头就完,2026-06-03,市场太缺资金了 拉了那头 这头就完,平安银行(000001),85,4,"https://guba.eastmoney.com/news,000001,1719586849.html"
COMM_000280,comment,东方财富股吧,银行股要等一年之后，科技见顶了才能启动，劝你们识时务点儿,2026-06-03,银行股要等一年之后，科技见顶了才能启动，劝你们识时务点儿,平安银行(000001),88,0,"https://guba.eastmoney.com/news,000001,1719649703.html"
COMM_000281,comment,东方财富股吧,老马你怎为全体股东打工？？就几年A股市值从六十多万亿干到一百多万亿！！你将平银五,2026-06-03,老马你怎为全体股东打工？？就几年A股市值从六十多万亿干到一百多万亿！！你将平银五,平安银行(000001),66,2,"https://guba.eastmoney.com/news,000001,1719564389.html"
COMM_000282,comment,东方财富股吧,日经指标高歌猛进…挑战七万就在眼花！！A股杂事操心左顾忌又盼盼！！怎办？？消费者,2026-06-03,日经指标高歌猛进…挑战七万就在眼花！！A股杂事操心左顾忌又盼盼！！怎办？？消费者,平安银行(000001),33,0,"https://guba.eastmoney.com/news,000001,1719756854.html"
COMM_000283,comment,东方财富股吧,呼叫主力，呼叫主力，呼叫主力，12块求回本谢谢主力,2026-06-03,呼叫主力，呼叫主力，呼叫主力，12块求回本谢谢主力,平安银行(000001),57,2,"https://guba.eastmoney.com/news,000001,1719611567.html"
COMM_000284,comment,东方财富股吧,现在搞宣传的天天让大家买所谓的蓝筹股，亏了那么多钱就没有人出声了，市场太残酷，还,2026-06-03,现在搞宣传的天天让大家买所谓的蓝筹股，亏了那么多钱就没有人出声了，市场太残酷，还,平安银行(000001),58,1,"https://guba.eastmoney.com/news,000001,1719652081.html"
COMM_000285,comment,东方财富股吧,什么时候分红啊,2026-06-03,什么时候分红啊,平安银行(000001),47,0,"https://guba.eastmoney.com/news,000001,1719677162.html"
COMM_000286,comment,东方财富股吧,下跌没什么力度，感觉随时会拉起来,2026-06-03,下跌没什么力度，感觉随时会拉起来,平安银行(000001),37,0,"https://guba.eastmoney.com/news,000001,1719670417.html"
COMM_000287,comment,东方财富股吧,牛市在新闻里，熊市在账户里,2026-06-03,牛市在新闻里，熊市在账户里,平安银行(000001),35,0,"https://guba.eastmoney.com/news,000001,1719659800.html"
COMM_000288,comment,东方财富股吧,一家银行红的都没有，无敌,2026-06-03,一家银行红的都没有，无敌,平安银行(000001),40,0,"https://guba.eastmoney.com/news,000001,1719642644.html"
COMM_000289,comment,东方财富股吧,平安又多了一个概念，要参股券商东莞证券,2026-06-03,平安又多了一个概念，要参股券商东莞证券,平安银行(000001),45,0,"https://guba.eastmoney.com/news,000001,1719638494.html"
COMM_000290,comment,东方财富股吧,创业板指数那么涨？会不会让股民更穷？会不会是资本收割？,2026-06-03,创业板指数那么涨？会不会让股民更穷？会不会是资本收割？,平安银行(000001),30,0,"https://guba.eastmoney.com/news,000001,1719637055.html"
COMM_000291,comment,东方财富股吧,锦龙股份欠平安的4.66亿到期了，然后貌似没钱还,2026-06-03,锦龙股份欠平安的4.66亿到期了，然后貌似没钱还,平安银行(000001),99,2,"https://guba.eastmoney.com/news,000001,1719529984.html"
COMM_000292,comment,东方财富股吧,中科金财是华为、智谱、MiniMax、甲骨文的战略合作伙伴。,2026-06-03,中科金财是华为、智谱、MiniMax、甲骨文的战略合作伙伴。,平安银行(000001),51,0,"https://guba.eastmoney.com/news,002156,1719611139.html"
COMM_000293,comment,东方财富股吧,中科金财是华为、智谱、MiniMax、甲骨文的战略合作伙伴。,2026-06-03,中科金财是华为、智谱、MiniMax、甲骨文的战略合作伙伴。,平安银行(000001),61,0,"https://guba.eastmoney.com/news,600584,1719610596.html"
COMM_000294,comment,东方财富股吧,都捏好了＾０＾~,2026-06-03,都捏好了＾０＾~,平安银行(000001),31,0,"https://guba.eastmoney.com/news,000001,1719593809.html"
COMM_000295,comment,东方财富股吧,你想它的分红，他们想你的本金,2026-06-03,你想它的分红，他们想你的本金,平安银行(000001),41,1,"https://guba.eastmoney.com/news,000001,1719564139.html"
COMM_000296,comment,东方财富股吧,太弱了,2026-06-03,太弱了,平安银行(000001),26,0,"https://guba.eastmoney.com/news,000001,1719588956.html"
COMM_000297,comment,东方财富股吧,啥时候分红那,2026-06-03,啥时候分红那,平安银行(000001),61,2,"https://guba.eastmoney.com/news,000001,1719552233.html"
COMM_000298,comment,东方财富股吧,11元t了一点，不知道能否接回来,2026-06-02,11元t了一点，不知道能否接回来,平安银行(000001),119,6,"https://guba.eastmoney.com/news,000001,1718606024.html"
COMM_000299,comment,东方财富股吧,这次如果不控制住，科技垃圾股跌起来会比较厉害,2026-06-03,这次如果不控制住，科技垃圾股跌起来会比较厉害,平安银行(000001),35,0,"https://guba.eastmoney.com/news,000001,1719563778.html"
COMM_000300,comment,东方财富股吧,当股东了,2026-06-03,当股东了,平安银行(000001),29,0,"https://guba.eastmoney.com/news,000001,1719551556.html"
COMM_000301,comment,东方财富股吧,AI冲先，众股祭天！,2026-06-03,AI冲先，众股祭天！,平安银行(000001),32,0,"https://guba.eastmoney.com/news,000001,1719540584.html"
COMM_000302,comment,东方财富股吧,诱多快跑,2026-06-03,诱多快跑,平安银行(000001),49,2,"https://guba.eastmoney.com/news,000001,1719310780.html"
COMM_000303,comment,东方财富股吧,你再涨5毛解套去兴业呀,2026-06-03,你再涨5毛解套去兴业呀,平安银行(000001),34,0,"https://guba.eastmoney.com/news,000001,1719499511.html"
COMM_000304,comment,东方财富股吧,今天进来那么多资金！却跌了一个点。,2026-06-03,今天进来那么多资金！却跌了一个点。,平安银行(000001),119,3,"https://guba.eastmoney.com/news,000001,1719438528.html"
COMM_000305,comment,东方财富股吧,要么涨上去别让我看盘了，要么跌到10.50，我来上你。来回折腾。,2026-06-03,要么涨上去别让我看盘了，要么跌到10.50，我来上你。来回折腾。,平安银行(000001),31,0,"https://guba.eastmoney.com/news,000001,1719488965.html"
COMM_000306,comment,东方财富股吧,这货一年都不涨，没有看盘的必要,2026-06-03,这货一年都不涨，没有看盘的必要,平安银行(000001),30,0,"https://guba.eastmoney.com/news,000001,1719453639.html"
COMM_000307,comment,东方财富股吧,不争气的老东西,2026-06-03,不争气的老东西,平安银行(000001),44,1,"https://guba.eastmoney.com/news,000001,1719334996.html"
COMM_000308,comment,东方财富股吧,科技起来了，大金融股不行了,2026-06-03,科技起来了，大金融股不行了,平安银行(000001),36,0,"https://guba.eastmoney.com/news,000001,1719372673.html"
COMM_000309,comment,东方财富股吧,这个废了,2026-06-03,这个废了,平安银行(000001),27,0,"https://guba.eastmoney.com/news,000001,1719348265.html"
COMM_000310,comment,东方财富股吧,要回调了吗？,2026-06-03,要回调了吗？,平安银行(000001),30,0,"https://guba.eastmoney.com/news,000001,1719329317.html"
COMM_000311,comment,东方财富股吧,平安银行：融资净偿还4777.63万元，融资余额54.39亿元,2026-06-03,平安银行：融资净偿还4777.63万元，融资余额54.39亿元,平安银行(000001),69,0,"https://guba.eastmoney.com/news,000001,1719302178.html"
COMM_000312,comment,东方财富股吧,股份制银行最弱，要不是被套，重仓我就换兴业去了,2026-06-02,股份制银行最弱，要不是被套，重仓我就换兴业去了,平安银行(000001),349,13,"https://guba.eastmoney.com/news,000001,1718731187.html"
COMM_000313,comment,东方财富股吧,平安银行什么时候分红啊,2026-06-03,平安银行什么时候分红啊,平安银行(000001),88,1,"https://guba.eastmoney.com/news,000001,1719273872.html"
COMM_000314,comment,东方财富股吧,吧里真安静。,2026-06-02,吧里真安静。,平安银行(000001),62,1,"https://guba.eastmoney.com/news,000001,1719209603.html"
COMM_000315,comment,东方财富股吧,发力亲子客群！多家银行，密集布局,2026-06-01,发力亲子客群！多家银行，密集布局,平安银行(000001),944,2,"https://guba.eastmoney.com/news,000001,1718472324.html"
COMM_000316,comment,东方财富股吧,你在涨1.5个点我就走了快五个点了,2026-06-03,你在涨1.5个点我就走了快五个点了,平安银行(000001),37,0,"https://guba.eastmoney.com/news,000001,1719282151.html"
COMM_000317,comment,东方财富股吧,如果有点钱，是现在买合适还是分红后买？去年年度分红后，很快就贴权，半年后才回到分,2026-06-02,如果有点钱，是现在买合适还是分红后买？去年年度分红后，很快就贴权，半年后才回到分,平安银行(000001),700,7,"https://guba.eastmoney.com/news,000001,1719177128.html"
COMM_000318,comment,东方财富股吧,大周期处在大型三角形顶端变盘点，日线强底分型带动周线、月线、季线甚至年线变盘，目,2026-06-02,大周期处在大型三角形顶端变盘点，日线强底分型带动周线、月线、季线甚至年线变盘，目,平安银行(000001),93,2,"https://guba.eastmoney.com/news,000001,1719245885.html"
COMM_000319,comment,东方财富股吧,什么时候分红啊，就靠分红活着了。,2026-06-02,什么时候分红啊，就靠分红活着了。,平安银行(000001),149,3,"https://guba.eastmoney.com/news,000001,1719149614.html"
COMM_000320,comment,东方财富股吧,基金经理的孩子们开始考大学啦。这个时候，他们无心管一切。考完带孩子去旅行。,2026-06-03,基金经理的孩子们开始考大学啦。这个时候，他们无心管一切。考完带孩子去旅行。,平安银行(000001),40,0,"https://guba.eastmoney.com/news,000001,1719272674.html"
COMM_000321,comment,东方财富股吧,两融1600万全仓杀入，一直买到2太阳,2026-06-02,两融1600万全仓杀入，一直买到2太阳,平安银行(000001),657,5,"https://guba.eastmoney.com/news,000001,1719129775.html"
COMM_000322,comment,东方财富股吧,去年6月11号分的红，前年6月13号，估计今年差不多10号左右,2026-06-02,去年6月11号分的红，前年6月13号，估计今年差不多10号左右,平安银行(000001),132,1,"https://guba.eastmoney.com/news,000001,1719207130.html"
COMM_000323,comment,东方财富股吧,网上说12号分红。。,2026-06-02,网上说12号分红。。,平安银行(000001),289,4,"https://guba.eastmoney.com/news,000001,1719165162.html"
COMM_000324,comment,东方财富股吧,这叫红三兵吗？,2026-06-02,这叫红三兵吗？,平安银行(000001),56,0,"https://guba.eastmoney.com/news,000001,1719162561.html"
COMM_000325,comment,东方财富股吧,网上说中国平安10号分红，平安银行12号分红。,2026-06-02,网上说中国平安10号分红，平安银行12号分红。,平安银行(000001),89,0,"https://guba.eastmoney.com/news,000001,1719162082.html"
COMM_000326,comment,东方财富股吧,耐心等待macd月线，季线金叉，临门一脚了。,2026-06-02,耐心等待macd月线，季线金叉，临门一脚了。,平安银行(000001),61,0,"https://guba.eastmoney.com/news,000001,1719160393.html"
COMM_000327,comment,东方财富股吧,平安银行:2025年年度股东会决议公告,2026-05-22,平安银行:2025年年度股东会决议公告,平安银行(000001),1279,13,"https://guba.eastmoney.com/news,000001,1713178389.html"
COMM_000328,comment,东方财富股吧,什么时候分红啊,2026-06-02,什么时候分红啊,平安银行(000001),48,0,"https://guba.eastmoney.com/news,000001,1719148837.html"
COMM_000329,comment,东方财富股吧,明天加速向上的概率在增大！,2026-06-01,明天加速向上的概率在增大！,平安银行(000001),199,0,"https://guba.eastmoney.com/news,000001,1718266346.html"
COMM_000330,comment,东方财富股吧,好样的,2026-06-02,好样的,平安银行(000001),62,1,"https://guba.eastmoney.com/news,000001,1718924973.html"
COMM_000331,comment,东方财富股吧,4倍不到的pe上涨潜力巨大！,2026-06-02,4倍不到的pe上涨潜力巨大！,平安银行(000001),94,2,"https://guba.eastmoney.com/news,000001,1719034414.html"
COMM_000332,comment,东方财富股吧,涨停了,2026-06-02,涨停了,平安银行(000001),91,2,"https://guba.eastmoney.com/news,000001,1719026253.html"
COMM_000333,comment,东方财富股吧,叫你分红之后涨，为什么不讲武德,2026-06-02,叫你分红之后涨，为什么不讲武德,平安银行(000001),51,0,"https://guba.eastmoney.com/news,000001,1719050148.html"
COMM_000334,comment,东方财富股吧,21年4000多亿市值，现在二千亿老马这样为股东打工？？快点分红要嘛让大散拉涨…,2026-06-02,21年4000多亿市值，现在二千亿老马这样为股东打工？？快点分红要嘛让大散拉涨…,平安银行(000001),106,2,"https://guba.eastmoney.com/news,000001,1718917523.html"
COMM_000335,comment,东方财富股吧,老马说他是所有股东的打工仔…可惜九成股东属牛的拍到牛庇股了！！废话少说快点分红！,2026-06-02,老马说他是所有股东的打工仔…可惜九成股东属牛的拍到牛庇股了！！废话少说快点分红！,平安银行(000001),75,1,"https://guba.eastmoney.com/news,000001,1718864691.html"
COMM_000336,comment,东方财富股吧,我的证券跌麻了还是银行稳,2026-06-02,我的证券跌麻了还是银行稳,平安银行(000001),48,0,"https://guba.eastmoney.com/news,000001,1718907297.html"
COMM_000337,comment,东方财富股吧,1.2万的11.00的买单，应该掉不下去,2026-06-02,1.2万的11.00的买单，应该掉不下去,平安银行(000001),69,1,"https://guba.eastmoney.com/news,000001,1718813658.html"
COMM_000338,comment,东方财富股吧,这是逼下车走势！没办法，你如果不喝汤！就渣都捞不倒！资本市场就是这么残酷！,2026-06-02,这是逼下车走势！没办法，你如果不喝汤！就渣都捞不倒！资本市场就是这么残酷！,平安银行(000001),50,0,"https://guba.eastmoney.com/news,000001,1718864655.html"
COMM_000339,comment,东方财富股吧,怎么会如此之垃圾,2026-06-02,怎么会如此之垃圾,平安银行(000001),50,1,"https://guba.eastmoney.com/news,000001,1718837115.html"
COMM_000340,comment,东方财富股吧,银行的差等生,2026-06-02,银行的差等生,平安银行(000001),41,0,"https://guba.eastmoney.com/news,000001,1718828202.html"
COMM_000341,comment,东方财富股吧,上午调整，下午拉升。,2026-06-02,上午调整，下午拉升。,平安银行(000001),45,0,"https://guba.eastmoney.com/news,000001,1718823050.html"
COMM_000342,comment,东方财富股吧,这走势，容易被洗下去！估计很多散户抗不住！,2026-06-02,这走势，容易被洗下去！估计很多散户抗不住！,平安银行(000001),75,1,"https://guba.eastmoney.com/news,000001,1718791176.html"
COMM_000343,comment,东方财富股吧,大盘与银行是跷跷板啊,2026-06-02,大盘与银行是跷跷板啊,平安银行(000001),35,0,"https://guba.eastmoney.com/news,000001,1718790092.html"
COMM_000344,comment,东方财富股吧,还要绿,2026-06-02,还要绿,平安银行(000001),36,0,"https://guba.eastmoney.com/news,000001,1718783572.html"
COMM_000345,comment,东方财富股吧,散了吧，大家都去买易中天组装厂,2026-06-02,散了吧，大家都去买易中天组装厂,平安银行(000001),38,0,"https://guba.eastmoney.com/news,000001,1718781954.html"
COMM_000346,comment,东方财富股吧,按理不可能这么涨上去，银行的洗盘很恐怖，按年计算。一般人根本顶不住,2026-06-02,按理不可能这么涨上去，银行的洗盘很恐怖，按年计算。一般人根本顶不住,平安银行(000001),50,0,"https://guba.eastmoney.com/news,000001,1718778831.html"
COMM_000347,comment,东方财富股吧,太烂了,2026-06-02,太烂了,平安银行(000001),43,2,"https://guba.eastmoney.com/news,000001,1718752872.html"
COMM_000348,comment,东方财富股吧,怎么这么弱？,2026-06-02,怎么这么弱？,平安银行(000001),59,2,"https://guba.eastmoney.com/news,000001,1718698943.html"
COMM_000349,comment,东方财富股吧,$苏州银行(SZ002966)$$平安银行(SZ000001)$$南京银行(SH,2026-06-02,$苏州银行(SZ002966)$$平安银行(SZ000001)$$南京银行(SH,平安银行(000001),269,0,"https://guba.eastmoney.com/news,002966,1718771161.html"
COMM_000350,comment,东方财富股吧,从来没有独立行情过，永远跟着板块走，又涨不过板块,2026-06-02,从来没有独立行情过，永远跟着板块走，又涨不过板块,平安银行(000001),40,0,"https://guba.eastmoney.com/news,000001,1718721614.html"
COMM_000351,comment,东方财富股吧,今晚把分红实施方案公布吧，别冷了股东的心。,2026-06-02,今晚把分红实施方案公布吧，别冷了股东的心。,平安银行(000001),60,0,"https://guba.eastmoney.com/news,000001,1718705872.html"
COMM_000352,comment,东方财富股吧,我什么时候能回本？,2026-06-02,我什么时候能回本？,平安银行(000001),226,1,"https://guba.eastmoney.com/news,000001,1718644797.html"
COMM_000353,comment,东方财富股吧,涨跌都是倒数的命，二季度应该蛮差的,2026-06-02,涨跌都是倒数的命，二季度应该蛮差的,平安银行(000001),55,0,"https://guba.eastmoney.com/news,000001,1718696511.html"
COMM_000354,comment,东方财富股吧,全是卖单,2026-06-02,全是卖单,平安银行(000001),34,0,"https://guba.eastmoney.com/news,000001,1718691160.html"
COMM_000355,comment,东方财富股吧,都是被动上涨散户多主力太弱。,2026-06-02,都是被动上涨散户多主力太弱。,平安银行(000001),36,0,"https://guba.eastmoney.com/news,000001,1718679420.html"
COMM_000356,comment,东方财富股吧,主力生病了吗,2026-06-02,主力生病了吗,平安银行(000001),35,0,"https://guba.eastmoney.com/news,000001,1718669378.html"
COMM_000357,comment,东方财富股吧,一股分0.36元含税，如果股价是12元，股价成了11.64元,2026-06-01,一股分0.36元含税，如果股价是12元，股价成了11.64元,平安银行(000001),311,4,"https://guba.eastmoney.com/news,000001,1718441330.html"
